,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,Link_Content,Topics,Meet_countries,content
2596,2596,25-Oct-19,Singh,Assistant Secretary Singh is on travel to New York from October 22-25.,<https://2017-2021.state.gov/assistant-secretary-manisha-singhs-travel-to-new-york/>,1,4,Travel, ; Domestic,2019-11-22,2019-11-25, ,,,"Assistant Secretary for Economic and Business Affairs Manisha Singh travels to New York City, New York, October 23-24.;;;;;;;;;;;;On October 23, the Assistant Secretary will co-host a meeting of the Advisory Committee on International Economic Policy (ACIEP), with Committee Chair Paul R. Charron.  The ACIEP serves the U.S. Government in a solely advisory capacity and provides advice concerning topics in international economic policy.  The discussion at the meeting will include such topics as U.S. companies competing overseas and the purpose of a corporation.;;;;;;;;;;;;On October 24, Assistant Secretary Singh will host an Innovation Roundtable on the Future of Cloud with registered guests of the Business Council for International Understanding.  At the roundtable, she will discuss with business leaders the opportunities being pursued and challenges faced by U.S. leaders in cloud computing working internationally.  The aim is to help ensure that the United States remains at the leading edge of global technology innovation.  Topics will include innovations in cloud computing, the use of cloud-based data in the development of AI, how cloud computing can be used to benefit U.S. companies overseas, the importance of data flows, and international policy barriers such as data localization.  The session is part of a series of multi-sectoral discussions led by the State Department to promote U.S. economic interests and development through increased engagement and cooperation with U.S. private sector entities that operate domestically and abroad.;;;;;;;;;;;;For more information on the ACIEP meeting, please visit:  ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDAsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL3d3dy5mZWRlcmFscmVnaXN0ZXIuZ292L2RvY3VtZW50cy8yMDE5LzEwLzAyLzIwMTktMjEzMzMvYWR2aXNvcnktY29tbWl0dGVlLW9uLWludGVybmF0aW9uYWwtZWNvbm9taWMtcG9saWN5LW5vdGljZS1vZi1vcGVuLW1lZXRpbmcifQ.SBjzavj284Fx3sk8Mqy72GC-qIvS0b9rSEKuIN7ju4Q/br/70364376607-l>;;;;https://www.federalregister.gov/documents/2019/10/02/2019-21333/advisory-committee-on-international-economic-policy-notice-of-open-meeting;;;; ;;;;.;;;;;;;;;;;;For more information on the this Innovation Roundtable, please visit:  ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDEsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL2JjaXUuem9ob2JhY2tzdGFnZS5jb20vR0xPQkFMLVRoZUZ1dHVyZW9mQ2xvdWRDb21wdXRpbmcifQ.AQ4HsCYuF42BKe37qkXmkUxTTUsUoGGvWnRvdUCws28/br/70364376607-l>;;;;https://bciu.zohobackstage.com/GLOBAL-TheFutureofCloudComputing;;;; ;;;;.  To learn more about the roundtable series, please go to:  ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDIsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL3d3dy5zdGF0ZS5nb3YvaW5ub3ZhdGlvbi1yb3VuZHRhYmxlcy8ifQ.2STy-pFgvP4PMmwTdLIw7GyLFwfvwkFlLtafmAtNLhc/br/70364376607-l>;;;;https://2017-2021.state.gov/innovation-roundtables/;;;; ;;;;.;;;;;;;;;;;;For updates on Assistant Secretary Singh, follow her on Twitter ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDMsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL3R3aXR0ZXIuY29tL0Vjb25BdFN0YXRlIn0.Mm72YL7koZ3Wmij3lxWGiO1BAEL5sz-b8uvjkKCcyI0/br/70364376607-l>;;;;@EconAtState;;;; ;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2597,2597,25-Oct-19,Cooper,"6:30 p.m. Assistant Secretary Cooper delivers remarks at the Kingdom of Bahrain’s pre-ball dinner, in Washington, D.C.",None,1,4,TBD, ,,, ,,,
2598,2598,25-Oct-19,Risch,"Assistant Secretary Risch is on travel to South Carolina, Haiti, and Florida from October 22-25.",<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-charleston-port-au-prince-haiti-and-miami/>,1,4,Travel, ; Haiti,2019-11-22,2019-11-25, ,,,"Assistant Secretary of State for Consular Affairs Carl Risch will travel October 22-25 to Charleston, South Carolina, Port-au-Prince, Haiti, and Miami, Florida. In Charleston and Miami he will review U.S. passport facility operations. In Port-au-Prince, the Assistant Secretary will review consular operations at the U.S. Embassy and meet with local government officials to underscore our deep and sustained commitment to protecting U.S. citizens overseas and ensuring intercountry adoption remains a viable option for children in need.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2599,2599,24-Oct-19,Pompeo,"8:25 a.m. LOCAL Secretary Pompeo and Senior Advisor to the President Ivanka Trump tour Wichita State University Tech National Center for Aviation Training, in Wichita, Kansas.",None,1,1,TBD, ,,, ,,,
2600,2600,24-Oct-19,Pompeo,"8:50 a.m. LOCAL Secretary Pompeo and Senior Advisor to the President Ivanka Trump participate in a Workforce Development Roundtable at Wichita State University Tech National Center for Aviation Training, in Wichita, Kansas.",None,1,1,TBD, ,,, ,,,
2601,2601,24-Oct-19,Pompeo,"9:30 a.m. LOCAL Secretary Pompeo and Senior Advisor to the President Ivanka Trump participate in a signing ceremony of the Pledge to America’s Workers at Wichita State University Tech National Center for Aviation Training, in Wichita, Kansas.",None,1,1,TBD, ,,, ,,,
2602,2602,24-Oct-19,Pompeo,"10:05 a.m. LOCAL Secretary Pompeo and Senior Advisor to the President Ivanka Trump tour Textron Aviation Longitude and Latitude Production, in Wichita, Kansas.",None,1,1,TBD, ,,, ,,,
2603,2603,24-Oct-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
2604,2604,24-Oct-19,Green,"1:00 p.m. Administrator Green meets with Exxon Mobil Corporation International Government Relations leadership, at the U.S. Agency for International Development.",None,1,4,Meeting, ,,, ,, ; Domestic,
2605,2605,24-Oct-19,Hale,"10:00 a.m. Under Secretary Hale delivers remarks at the National Disability Employment Awareness Month event, at the Department of State.",None,1,3,TBD, ,,, ,,,
2606,2606,24-Oct-19,Hale,"12:00 p.m. Under Secretary Hale attends the Czech National Day reception, at the Embassy of the Czech Republic, in Washington, D.C.",None,1,3,Meeting, ,,, ,, ; Czechia,
2607,2607,24-Oct-19,Krach,Under Secretary Krach is on travel to Norway from October 21-24 to lead the U.S. Delegation to Our Ocean Conference.,<https://2017-2021.state.gov/u-s-delegation-to-our-ocean-2019/>,1,3,Travel, ; Norway,2019-11-21,2019-11-24, ,,,"The Government of the Norway will host ;;;;Our Ocean 2019: Our Ocean, Our Legacy;;;; in Oslo, October 23-24, 2019. Under Secretary of State for Economic Growth, Energy, and the Environment Keith Krach will lead the U.S. government delegation which will include senior officials from the U.S. Agency for International Development (USAID), the National Oceanic and Atmospheric Administration (NOAA), the National Maritime Intelligence-Integration Office (NMIO), and the Office of United States Trade Representative (USTR).;;;;;;;;;;;;The Our Ocean conference began as a Department of State initiative in 2014 to draw international attention to the importance of the ocean for our economies, our food security, and our future — as well as the need for collaboration and concrete action to support ocean productivity, prosperity, and security. The conference draws participants from all over the globe. Representatives from the business community, the science and technology community, governments, non-governmental organizations, and funders will announce major commitments to support a healthy and productive ocean and a sustainable blue economy. The conference in Norway will be the sixth in a series of high-level Our Ocean conferences, reaffirming the United States’ continued leadership with our partners on ocean issues.;;;;;;;;;;;;Top priorities for the United States at this year’s conference include:;;;;;;;;;;;;;;;;;;;;fostering collaboration among government, business, and other partners to create innovative solutions for the challenges facing the ocean;;;;;;;;;;;;;tackling marine debris and illegal, unreported, and unregulated (IUU) fishing; and;;;;;;;;;;;;promoting a sustainable blue economy and maritime security.;;;;;;;;;;;;;;;;;;;;More details about this year’s conference may be found at ;;;;<https://ourocean2019.no/>;;;;ourocean2019.org;;;; ;;;;.;;;;;;;;;;;;For press inquiries, please contact ;;;;OES-PA-DG@state.gov<mailto:OES-PA-DG@state.gov>;;;;.;;;;;;;;;;;;On social media, follow Under Secretary Krach on Twitter @State_E, on Facebook @StateDeptE, on Instagram @StateDeptE, and on LinkedIn @U.S. Department of State – E Under Secretariat; follow the Bureau of Oceans and International Environmental Scientific Affairs on Twitter @SciDiplomacyUSA, on Facebook @ScienceDiplomacyUSA, and on Instagram @sciencediplomacy_usa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2608,2608,24-Oct-19,Singh,Assistant Secretary Singh is on travel to New York from October 22-25.,<https://2017-2021.state.gov/assistant-secretary-manisha-singhs-travel-to-new-york/>,1,4,Travel, ; Domestic,2019-11-22,2019-11-25, ,,,"Assistant Secretary for Economic and Business Affairs Manisha Singh travels to New York City, New York, October 23-24.;;;;;;;;;;;;On October 23, the Assistant Secretary will co-host a meeting of the Advisory Committee on International Economic Policy (ACIEP), with Committee Chair Paul R. Charron.  The ACIEP serves the U.S. Government in a solely advisory capacity and provides advice concerning topics in international economic policy.  The discussion at the meeting will include such topics as U.S. companies competing overseas and the purpose of a corporation.;;;;;;;;;;;;On October 24, Assistant Secretary Singh will host an Innovation Roundtable on the Future of Cloud with registered guests of the Business Council for International Understanding.  At the roundtable, she will discuss with business leaders the opportunities being pursued and challenges faced by U.S. leaders in cloud computing working internationally.  The aim is to help ensure that the United States remains at the leading edge of global technology innovation.  Topics will include innovations in cloud computing, the use of cloud-based data in the development of AI, how cloud computing can be used to benefit U.S. companies overseas, the importance of data flows, and international policy barriers such as data localization.  The session is part of a series of multi-sectoral discussions led by the State Department to promote U.S. economic interests and development through increased engagement and cooperation with U.S. private sector entities that operate domestically and abroad.;;;;;;;;;;;;For more information on the ACIEP meeting, please visit:  ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDAsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL3d3dy5mZWRlcmFscmVnaXN0ZXIuZ292L2RvY3VtZW50cy8yMDE5LzEwLzAyLzIwMTktMjEzMzMvYWR2aXNvcnktY29tbWl0dGVlLW9uLWludGVybmF0aW9uYWwtZWNvbm9taWMtcG9saWN5LW5vdGljZS1vZi1vcGVuLW1lZXRpbmcifQ.SBjzavj284Fx3sk8Mqy72GC-qIvS0b9rSEKuIN7ju4Q/br/70364376607-l>;;;;https://www.federalregister.gov/documents/2019/10/02/2019-21333/advisory-committee-on-international-economic-policy-notice-of-open-meeting;;;; ;;;;.;;;;;;;;;;;;For more information on the this Innovation Roundtable, please visit:  ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDEsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL2JjaXUuem9ob2JhY2tzdGFnZS5jb20vR0xPQkFMLVRoZUZ1dHVyZW9mQ2xvdWRDb21wdXRpbmcifQ.AQ4HsCYuF42BKe37qkXmkUxTTUsUoGGvWnRvdUCws28/br/70364376607-l>;;;;https://bciu.zohobackstage.com/GLOBAL-TheFutureofCloudComputing;;;; ;;;;.  To learn more about the roundtable series, please go to:  ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDIsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL3d3dy5zdGF0ZS5nb3YvaW5ub3ZhdGlvbi1yb3VuZHRhYmxlcy8ifQ.2STy-pFgvP4PMmwTdLIw7GyLFwfvwkFlLtafmAtNLhc/br/70364376607-l>;;;;https://2017-2021.state.gov/innovation-roundtables/;;;; ;;;;.;;;;;;;;;;;;For updates on Assistant Secretary Singh, follow her on Twitter ;;;;<https://lnks.gd/l/eyJhbGciOiJIUzI1NiJ9.eyJidWxsZXRpbl9saW5rX2lkIjoxMDMsInVyaSI6ImJwMjpjbGljayIsImJ1bGxldGluX2lkIjoiMjAxOTEwMjEuMTE3ODAzMjEiLCJ1cmwiOiJodHRwczovL3R3aXR0ZXIuY29tL0Vjb25BdFN0YXRlIn0.Mm72YL7koZ3Wmij3lxWGiO1BAEL5sz-b8uvjkKCcyI0/br/70364376607-l>;;;;@EconAtState;;;; ;;;;.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2609,2609,24-Oct-19,Risch,"Assistant Secretary Risch is on travel to South Carolina, Haiti, and Florida from October 22-25.",<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-charleston-port-au-prince-haiti-and-miami/>,1,4,Travel, ; Haiti,2019-11-22,2019-11-25, ,,,"Assistant Secretary of State for Consular Affairs Carl Risch will travel October 22-25 to Charleston, South Carolina, Port-au-Prince, Haiti, and Miami, Florida. In Charleston and Miami he will review U.S. passport facility operations. In Port-au-Prince, the Assistant Secretary will review consular operations at the U.S. Embassy and meet with local government officials to underscore our deep and sustained commitment to protecting U.S. citizens overseas and ensuring intercountry adoption remains a viable option for children in need.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2610,2610,24-Oct-19,Royce,"12:00 p.m. Assistant Secretary Royce delivers remarks at the Alliance for International Exchange’s 2019 Annual Conference, in Washington, D.C.",None,1,4,TBD, ,,, ,,,
2611,2611,24-Oct-19,Royce,"3:30 p.m. Assistant Secretary Royce meets with German Director for Cultural Relations Policy Irmgard Fellner, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Germany,
2612,2612,24-Oct-19,Cooper,"12:00 p.m. Assistant Secretary Cooper attends the Czech National Day celebration, at the Embassy of the Czech Republic, in Washington, D.C.",None,1,4,Meeting, ,,, ,, ; Czechia,
2613,2613,24-Oct-19,Kozak,"1:00 p.m. Acting Assistant Secretary Kozak meets with Mexican Ambassador to the United States Martha Bárcena Coqui, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Mexico ; United States,
2614,2614,24-Oct-19,Reeker,"5:30 p.m. Acting Assistant Secretary Reeker delivers remarks at the Austrian National Day reception, at the Austrian Embassy, in Washington, D.C.",None,1,4,TBD, ,,, ,,,
2615,2615,23-Oct-19,Pompeo,"9:30 a.m. Secretary Pompeo meets with Primate of the Orthodox Church of Ukraine Metropolitan Epiphaniy, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Ukraine,
2616,2616,23-Oct-19,Pompeo,"12:00 p.m. Secretary Pompeo attends a working lunch with the Commission on Unalienable Rights Commissioners, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
2617,2617,23-Oct-19,Pompeo,"1:15 p.m. Secretary Pompeo delivers opening remarks at Commission on Unalienable Rights, at the Department of State.",None,1,1,TBD, ,,, ,,,
2618,2618,23-Oct-19,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
2619,2619,23-Oct-19,Green,"10:30 a.m. Administrator Green meets with CENTCOM Commander General Kenneth F. McKenzie, Jr. at the U.S. Agency for International Development.",None,1,4,Meeting, ,,, ,, ; Domestic,
