,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,html
758,758,24-Jun-22,Sherman,Deputy Secretary Sherman attends meetings and briefings at the Department of State.,None,1,2,TBD, ,,,
759,759,24-Jun-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
760,760,24-Jun-22,Zeya,"2:00 p.m. Under Secretary Zeya delivers remarks at The Meridian Center for Diplomatic Engagement’s “Insights@Meridian” program in Washington, D.C.",None,1,3,TBD, ,,,
761,761,24-Jun-22,Donfried,10:15 a.m. Assistant Secretary Donfried and Head of the Office of Sanctions Coordination James O’Brien meets with former Georgian Ambassadors to the United States Batu Kutelia and David Sikharulidze at the Department of State.,None,1,4,TBD, ,,,
762,762,24-Jun-22,Donfried,2:00 p.m. Assistant Secretary Donfried meets with the Ukrainian Military-Civilian Delegation at the Department of State.,None,1,4,TBD, ,,,
763,763,23-Jun-22,Blinken,"Secretary Blinken is on travel to Germany and Spain from June 23-30, 2022.",<https://www.state.gov/secretary-blinkens-travel-for-the-germany-hosted-food-security-ministerial-and-the-g7-and-nato-summits/>,1,1,Travel, ; Germany ; Spain,2022-06-23,2022-06-30,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J. Blinken will travel to Germany on June 23 to join foreign ministers for the Berlin Ministerial Conference “Uniting for Global Food Security” on June 24.&nbsp; He will meet with the participants to advance global initiatives to address food insecurity, stemming from both Russia’s brutal, unprovoked war against Ukraine and the continued challenges posed by climate change, the COVID-19 pandemic, other conflicts, and supply chain challenges.</p>;;;;<p>On June 25, Secretary Blinken will travel to Schloss&nbsp;Elmau&nbsp;to join President Biden for the G7 Leaders’ Summit. &nbsp;G7 leaders will discuss a range of pressing global issues, including our unwavering support for a democratic, sovereign, and prosperous Ukraine, economic and democratic resilience, tackling the climate crisis, development infrastructure, global health security, and the food and energy crisis caused by Russia’s war against Ukraine.</p>;;;;<p>The Secretary will then travel to Madrid, Spain, for the June 29-30 NATO Summit. &nbsp;At the NATO Summit, Allied leaders will endorse a new Strategic Concept to guide NATO’s transformation over the next decade, from strengthening deterrence and defense to building resilience against transnational and hybrid threats, including cyber and climate, to deepening partnerships with like-minded partners in Europe and Asia in order to strengthen the rules-based international order.</p>;;;;<p><input type=""hidden"" data-filter=""111000000100""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
764,764,23-Jun-22,Sherman,Deputy Secretary Sherman attends meetings and briefings at the Department of State.,None,1,2,TBD, ,,,
765,765,23-Jun-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
766,766,23-Jun-22,Zeya,11:00 a.m. Under Secretary Zeya meets with International Campaign for Tibet leadership at the Department of State.,None,1,3,TBD, ,,,
767,767,23-Jun-22,Satterfield,"6:30 p.m. Assistant Secretary Satterfield attends World Learning’s 90th Anniversary Celebration in Washington, D.C.",None,1,4,TBD, ,,,
768,768,22-Jun-22,Blinken,Secretary Blinken attends Chief of Mission Conference events throughout the day at the Department of State.,None,1,1,TBD, ,,,
769,769,22-Jun-22,Sherman,Deputy Secretary Sherman attends meetings and briefings at the Department of State.,None,1,2,TBD, ,,,
770,770,22-Jun-22,McKeon,Deputy Secretary McKeon attends Chief of Mission Conference events throughout the day at the Department of State.,None,1,2,TBD, ,,,
771,771,22-Jun-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
772,772,22-Jun-22,Zeya,Under Secretary Zeya attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
773,773,22-Jun-22,Satterfield,"12:00 p.m. Assistant Secretary Satterfield hosts the Department of State’s Celebration of the Global Sports Mentoring Program and 50 Years of Title IX with First Lady Jill Biden and sports icon and equality champion Billie Jean King in Washington, D.C.",<https://www.state.gov/first-lady-of-the-united-states-jill-biden-and-billie-jean-king-to-join-u-s-department-of-states-celebration-of-50th-anniversary-of-title-ix-10th-anniversary-of-global-sports-mentoring-prog/>,1,4,TBD, ,,,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>The U.S. Department of State’s Bureau of Educational and Cultural Affairs (ECA) announced today that First Lady of the United States Jill Biden and sports icon and equality champion Billie Jean King will join a celebration of the 50th anniversary of Title IX, the landmark legislation that afforded women and girls equal opportunity in education and sports across the United States, and the 10th anniversary of the U.S. Department of State-espnW Global Sports Mentoring Program (GSMP) on Wednesday, June 22, at 12:00 p.m. at Capital One Arena in Washington, D.C. The First Lady, Billie Jean King, and Maya Mosley, an All-American High School track athlete who will be a student-athlete at the University of Maryland this fall, will deliver remarks.</p>;;;;<p>The celebration of these historic milestones will be hosted by Lee Satterfield, Assistant Secretary for Educational and Cultural Affairs, and Laura C. Gentile, Executive Vice President of Marketing, ESPN &amp; Commercial Marketing at Disney Media Networks, and it will be emceed by Sarah Spain of ESPN. The event will feature GSMP alumnae and their American mentors from the last decade, as well as ESPN President Jimmy Pitaro, business executives, trailblazing athletes, and women sports leaders.</p>;;;;<p>The GSMP is a public-private partnership with espnW to empower women and girls through sports and showcases the lessons of Title IX as a global example to be adapted by communities and countries worldwide. The University of Tennessee’s Center for Sport, Peace &amp; Society is the implementing partner.</p>;;;;<p>This event is open for press coverage. Media who plan to cover in person must RSVP to&nbsp;<a href=""mailto:ECA-Press@state.gov"" target=""_blank"" rel=""noopener noreferrer"" data-auth=""NotApplicable"" data-linkindex=""0"">ECA-Press@state.gov</a>&nbsp;by 12:00 p.m. EDT on Tuesday, June 21.</p>;;;;<p><input type=""hidden"" data-filter=""111000000100""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
774,774,22-Jun-22,Price,2:30 p.m. Spokesperson Ned Price holds a telephonic press briefing.,None,1,3,TBD, ,,,
775,775,21-Jun-22,Blinken,Secretary Blinken attends Chief of Mission Conference events throughout the day at the Department of State.,None,1,1,TBD, ,,,
776,776,21-Jun-22,Blinken,10:30 a.m. Secretary Blinken hosts the Congress-Bundestag Youth Exchange Welcome Home Event at the Department of State.,<https://www.state.gov/secretary-blinken-to-deliver-remarks-at-the-congress-bundestag-youth-exchange-welcome-home-event-at-the-u-s-department-of-state/>,1,1,TBD, ,,,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Just days after they returned home from a year-long study abroad as part of the Congress-Bundestag Youth Exchange (CBYX), Secretary of State Antony J. Blinken will deliver remarks to 350 American high school, vocational, and young professional program participants at 10:30 a.m. on Tuesday, June 21, 2022.&nbsp; The Secretary will be joined by Assistant Secretary of State for Educational and Cultural Affairs Lee Satterfield.</p>;;;;<p>Secretary Blinken will speak to the CBYX alumni about the importance of citizen diplomacy, youth empowerment, and the role of the CBYX program in advancing the U.S.-Germany partnership and transatlantic relations.&nbsp; The event will provide a forum for young citizen ambassadors who represent the diversity of the United States to reflect on their CBYX experience, discuss its impact, and strategize how to share their experiences in their home communities across nearly 50 U.S. states, the District of Columbia, and Puerto Rico.</p>;;;;<p>CBYX is an immersive exchange program jointly offered by the U.S. and German governments. It offers opportunities to study or work abroad for high school students, recent high school graduates with a vocational interest, and young professionals.&nbsp; CBYX provides a crucial thread in the people-to-people ties between the United States and Germany.</p>;;;;<p>The remarks will be available via livestream on&nbsp;<a href=""https://www.state.gov/"">www.state.gov</a> and at&nbsp;<a class=""external-link"" href=""https://www.youtube.com/statedept"" target=""_BLANK"" rel=""noopener""><span class=""external-link-title"">www.youtube.com/statedept</span><span class=""icon-external""></span></a>.</p>;;;;<p>Please submit any media inquiries via the web form located on the ‘Information for Journalists’ page on <a href=""https://www.state.gov/"">www.state.gov</a>.</p>;;;;<p><input type=""hidden"" data-filter=""111000000100""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
777,777,21-Jun-22,Sherman,Deputy Secretary Sherman attends meetings and briefings at the Department of State.,None,1,2,TBD, ,,,
778,778,21-Jun-22,McKeon,Deputy Secretary McKeon attends Chief of Mission Conference events throughout the day at the Department of State.,None,1,2,TBD, ,,,
779,779,21-Jun-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
780,780,21-Jun-22,Satterfield,10:30 a.m. Assistant Secretary Satterfield joins Secretary Blinken at the Congress-Bundestag Youth Exchange Welcome Home Event at the Department of State.,<https://www.state.gov/secretary-blinken-to-deliver-remarks-at-the-congress-bundestag-youth-exchange-welcome-home-event-at-the-u-s-department-of-state/>,2,4,TBD, ,,,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Just days after they returned home from a year-long study abroad as part of the Congress-Bundestag Youth Exchange (CBYX), Secretary of State Antony J. Blinken will deliver remarks to 350 American high school, vocational, and young professional program participants at 10:30 a.m. on Tuesday, June 21, 2022.&nbsp; The Secretary will be joined by Assistant Secretary of State for Educational and Cultural Affairs Lee Satterfield.</p>;;;;<p>Secretary Blinken will speak to the CBYX alumni about the importance of citizen diplomacy, youth empowerment, and the role of the CBYX program in advancing the U.S.-Germany partnership and transatlantic relations.&nbsp; The event will provide a forum for young citizen ambassadors who represent the diversity of the United States to reflect on their CBYX experience, discuss its impact, and strategize how to share their experiences in their home communities across nearly 50 U.S. states, the District of Columbia, and Puerto Rico.</p>;;;;<p>CBYX is an immersive exchange program jointly offered by the U.S. and German governments. It offers opportunities to study or work abroad for high school students, recent high school graduates with a vocational interest, and young professionals.&nbsp; CBYX provides a crucial thread in the people-to-people ties between the United States and Germany.</p>;;;;<p>The remarks will be available via livestream on&nbsp;<a href=""https://www.state.gov/"">www.state.gov</a> and at&nbsp;<a class=""external-link"" href=""https://www.youtube.com/statedept"" target=""_BLANK"" rel=""noopener""><span class=""external-link-title"">www.youtube.com/statedept</span><span class=""icon-external""></span></a>.</p>;;;;<p>Please submit any media inquiries via the web form located on the ‘Information for Journalists’ page on <a href=""https://www.state.gov/"">www.state.gov</a>.</p>;;;;<p><input type=""hidden"" data-filter=""111000000100""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
